9.236145	9.398183	SB
12.902246	13.104793	SB
19.971138	20.497760	CRS
20.983873	21.186420	SB
21.935844	22.239665	SB
22.928325	23.070108	SB
23.779022	24.204371	CRS
24.386663	24.589210	SB
27.202067	27.364105	SB
28.741425	29.187028	MB
30.037726	30.969442	CRS
31.982177	32.103706	SB
32.630328	33.784846	CRS
34.898855	35.547005	CRS
36.539486	37.228146	CRS
37.775023	38.321900	CRS
38.321900	39.030814	MB
40.955011	43.405830	CRS
44.297037	44.499584	SB
44.783150	44.985697	SB
44.985697	45.249008	SB
47.233969	48.550525	CRS
48.996129	49.178421	SB
49.178421	49.401223	SB
50.016734	50.137169	SB
50.197387	50.317822	SB
52.425438	54.677576	MB
55.111143	55.243621	SB
55.412231	57.941370	MB
58.543546	58.627850	SB
59.266157	59.362505	SB
60.639118	61.975949	MB
63.397084	63.493432	SB
63.782476	63.926999	SB
65.047046	66.167093	MB
76.440215	76.560650	SB
76.909912	77.054434	SB
77.198957	77.367566	SB
79.402920	79.619704	CRS
79.667878	79.776270	SB
80.462750	80.535011	SB
82.461974	83.654283	CRS
83.907197	85.087461	CRS
85.147679	85.219940	SB
85.545115	85.629420	SB
86.665162	88.435560	MB
88.772778	89.423128	CRS
89.663999	89.760347	SB
89.904869	90.013261	SB
90.193913	90.290262	SB
91.326004	91.410309	SB
92.205181	92.289486	SB
92.518313	92.638748	SB
92.735096	92.843488	SB
93.000053	93.722665	CRS
94.999278	95.408757	HS
95.613497	97.371851	MB
98.142636	98.251028	SB
98.251028	98.407593	SB
99.142248	99.226553	SB
99.298814	99.395162	SB
101.430517	101.599126	SB
101.827953	101.960431	SB
102.116997	102.225389	SB
104.742484	104.826789	SB
104.947224	105.320573	CRS
105.320573	105.513270	HS
105.513270	106.139533	MB
110.487243	110.788331	CRS
111.474811	112.173336	CRS
112.233553	112.691207	MB
115.461216	117.207526	MB
117.966268	119.616230	CRS
119.784840	119.917318	SB
120.278624	120.399059	SB
120.603799	120.760365	SB
120.916930	121.037365	SB
125.686164	125.794555	SB
126.216079	127.396344	MB
128.937914	129.058349	SB
130.009787	130.190440	SB
131.286400	132.948406	MB
134.008235	135.188500	MB
145.810884	145.955406	SB
146.774366	148.219588	MB
149.207156	150.652379	MB
153.422388	157.384706	MB
158.468622	160.070410	MB
162.093722	162.178026	SB
165.815169	166.489606	CRS
167.585566	168.500874	CRS
170.813229	170.921621	SB
170.921621	171.017969	SB
171.017969	171.150448	SB
171.644232	173.258064	MB
173.258064	173.571195	CRS
177.930949	178.075471	SB
182.760400	183.723882	CRS
183.844317	184.000883	SB
186.746805	186.831110	SB
186.831110	187.650069	CRS
191.034298	191.118602	SB
191.443777	191.564212	SB
192.491563	193.310523	CRS
193.888612	195.213399	MB
196.369577	196.477968	SB
200.163285	201.536246	CRS
201.536246	202.584032	MB
205.089084	205.185432	SB
205.546738	205.679217	SB
207.847050	207.955442	SB
207.955442	208.087921	SB
208.870749	208.967097	SB
208.967097	209.364534	CRS
210.737495	213.049850	MB
215.711468	215.819860	SB
216.554514	217.457778	CRS
217.843171	217.975650	SB
218.361042	218.517608	SB
221.432140	221.552575	SB
221.721184	221.913880	HS
221.962054	222.058402	SB
222.058402	222.913492	CRS
223.973322	224.105801	SB
224.611629	224.720020	SB
224.720020	224.888629	SB
227.333464	228.164467	MB
235.691666	235.836188	SB
235.836188	236.004797	SB
236.004797	237.016453	CRS
238.883198	239.641940	MB
239.641940	240.256160	CRS
241.689338	243.254996	MB
244.098042	246.856008	MB
247.434097	247.602706	SB
247.964012	248.072403	SB
248.072403	248.228969	SB
249.433321	249.613974	SB
249.722366	251.384371	MB
252.251505	256.755781	MB
258.152829	260.152053	MB
260.922838	261.115534	SB
261.308231	261.416622	SB
261.633406	261.741797	SB
261.850189	262.356017	CRS
262.741410	265.101939	unsure_MB
265.246461	267.510643	MB
267.510643	268.016471	CRS
268.016471	269.305127	MB
269.545998	270.352914	CRS
270.352914	272.436442	MB
272.641182	274.941494	MB
275.001712	275.423235	CRS
275.471409	275.627975	SB
275.712279	275.856802	SB
276.579413	277.326111	MB
277.819895	279.265118	MB
281.890605	282.023083	SB
283.058826	284.744919	MB
285.046007	287.960538	MB
287.960538	288.454322	CRS
290.068154	290.188589	SB
290.658286	291.850595	MB
292.910425	295.090301	MB
295.234824	296.222392	CRS
296.391001	296.511437	SB
297.824180	299.281446	MB
301.244540	304.315637	MB
305.652468	305.929468	CRS
306.459383	308.458607	MB
310.662571	312.107794	MB
314.612846	314.721237	SB
315.142760	315.275239	SB
318.382467	319.454340	CRS
319.755428	319.887907	CRS
321.658304	321.851001	CRS
321.851001	322.862656	MB
323.260092	323.404615	SB
323.850225	323.934529	SB
325.921710	328.848285	MB
329.582940	332.726298	MB
333.376648	333.472996	SB
333.545257	333.677736	SB
334.075172	334.797783	CRS
334.906175	335.303611	CRS
335.351785	336.532050	MB
336.652485	337.170357	CRS
338.772145	340.434150	MB
341.216979	341.313327	SB
341.313327	341.807111	CRS
341.963677	342.060025	SB
342.794680	343.758162	CRS
343.830423	343.974945	SB
343.974945	344.131511	SB
346.985825	348.382873	MB
